avg,std,min,QPS,target,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,timestamp
377.8,239.9,148.8,85828.6,85666.0,208.5,223.7,339.4,408.0,449.7,480.7,519.1,570.2,645.1,817.3,2528.5,7645.7,200
388.1,194.2,148.8,51964.8,51918.0,204.7,219.5,342.2,424.5,480.7,526.6,579.0,633.5,696.0,807.2,1463.4,6785.3,210
405.4,360.9,148.8,34304.4,34406.0,201.5,215.6,339.0,453.8,520.7,560.6,600.3,640.3,694.3,936.0,4599.6,10155.8,220
405.5,285.8,160.7,28669.6,28664.0,203.9,218.8,353.1,472.6,530.5,564.7,598.9,635.8,685.9,804.3,3547.1,8946.2,230
485.1,458.4,148.8,38402.4,38289.0,209.1,225.6,364.8,496.7,577.7,634.1,712.6,881.4,1143.0,1591.6,5388.1,13907.5,240
498.3,344.6,160.7,20518.0,20658.0,215.6,233.2,450.9,566.9,638.8,698.0,756.4,821.6,917.3,1134.7,3586.0,8585.3,250
470.6,366.2,160.7,13862.2,13840.0,218.5,237.3,438.1,531.9,583.9,620.6,663.5,715.4,785.1,959.4,3816.3,15896.2,260
928.8,849.7,160.7,93265.8,93419.0,290.2,329.7,578.5,1049.4,1519.6,1631.1,1726.7,1831.5,1989.1,2909.3,8995.2,29938.5,270
590.8,335.4,173.5,98477.6,98284.0,299.9,337.7,544.4,622.9,676.8,728.1,808.9,930.4,1058.4,1244.6,2516.7,13174.6,280
409.7,219.1,160.7,71344.2,71313.0,219.6,237.5,374.5,447.6,491.0,524.2,565.6,622.3,714.6,922.4,1334.1,9258.3,290
394.7,226.9,148.8,42221.6,42089.0,203.6,218.1,344.7,438.0,500.8,545.0,591.1,638.5,696.3,833.3,1758.1,8187.4,300
401.2,226.3,148.8,46416.0,46458.0,206.2,221.4,351.5,440.5,499.6,544.6,594.4,650.1,722.8,906.4,1718.4,7853.7,310
403.8,290.5,160.7,30763.8,30755.0,203.7,218.8,354.5,461.0,517.9,554.2,591.5,634.4,694.0,856.4,2844.0,9214.3,320
403.1,294.2,148.8,42891.8,42889.0,204.7,220.0,352.6,441.7,500.8,543.3,591.5,644.3,717.1,892.0,2034.8,11792.7,330
397.4,240.3,160.7,93705.0,93552.0,217.7,235.0,364.0,431.6,471.6,502.6,540.1,588.8,668.5,863.6,1972.5,8120.1,340
392.7,265.4,160.7,65545.8,65694.0,208.4,223.4,345.9,426.9,476.4,515.0,562.4,620.8,699.1,891.1,2125.7,6178.3,350
398.5,296.0,148.8,29508.8,29574.0,202.5,216.4,342.5,456.9,516.6,553.4,588.7,626.9,677.9,809.6,2551.0,9740.0,360
399.6,285.8,148.8,51514.8,51355.0,206.5,221.7,347.8,432.8,490.2,535.8,588.0,643.9,716.0,871.1,2345.5,10521.8,370
394.3,210.0,148.8,67435.8,67361.0,208.8,224.4,351.2,430.5,478.9,515.5,560.1,617.1,698.9,882.4,2163.4,6016.3,380
403.1,295.0,148.8,16335.4,16287.0,209.0,225.0,392.1,469.3,502.9,525.3,548.3,578.6,621.6,733.3,2172.2,12756.2,390
399.7,291.4,148.8,81322.0,81508.0,212.8,229.1,357.1,431.6,476.2,509.4,549.6,603.7,687.6,916.9,2629.4,8978.6,400
392.9,202.0,148.8,87680.0,87619.0,214.3,230.9,357.1,428.2,470.3,502.6,541.5,591.5,673.5,856.9,2190.5,5549.5,410
399.4,226.0,160.7,99045.0,99068.0,219.2,237.3,367.1,433.7,473.0,503.7,541.2,590.6,672.9,868.7,1883.8,8592.0,420
396.2,237.6,148.8,51401.8,51267.0,206.2,221.3,346.5,431.1,488.4,533.1,584.8,641.1,709.8,862.6,1961.4,10164.3,430
400.0,340.9,160.7,11822.8,11822.0,218.4,234.0,394.2,450.4,476.3,493.8,511.9,536.5,572.1,667.3,4000.8,15694.3,440
406.5,213.5,148.8,97535.8,97494.0,221.9,241.1,374.1,443.4,484.3,514.6,551.8,602.6,682.5,867.7,1882.8,7634.4,450
398.6,230.6,148.8,97219.8,97350.0,219.4,237.4,366.7,433.4,473.1,503.9,541.0,589.2,668.1,848.1,1875.5,8393.2,460
402.1,311.0,148.8,55560.8,55460.0,207.4,222.5,350.8,434.8,489.4,531.7,582.2,640.0,719.2,918.1,2524.1,10586.4,470
391.4,273.3,148.8,86168.0,85984.0,212.5,228.7,353.1,424.3,466.8,499.4,538.0,588.0,669.9,869.8,2500.4,8008.4,480
386.7,216.6,148.8,81998.2,82043.0,211.0,226.7,349.0,420.9,464.1,497.2,537.1,589.1,671.3,842.9,2227.1,7837.7,490
398.3,232.8,148.8,52769.0,52873.0,206.9,221.7,348.4,432.9,488.7,531.5,582.2,638.9,711.6,884.7,2607.6,7844.0,500
404.4,363.3,160.7,14039.2,13911.0,212.5,228.4,394.5,462.1,491.1,509.0,531.3,555.7,592.2,689.7,4825.5,16824.4,510
401.7,337.4,148.8,49873.2,49984.0,206.5,221.5,350.6,436.4,492.4,536.3,585.8,639.5,710.0,871.7,2120.4,11897.8,520
403.1,601.6,160.7,9238.6,9274.0,222.2,239.3,378.2,423.0,445.4,460.3,476.8,499.1,533.6,635.3,9459.6,30669.4,530
399.0,268.2,148.8,27104.6,27187.0,204.6,219.6,348.9,466.0,521.4,554.3,586.2,623.2,674.3,800.2,1681.3,10620.2,540
401.9,276.4,160.7,18762.0,18735.0,209.5,225.3,381.0,470.9,508.1,531.5,555.8,583.7,625.9,738.1,2562.5,11621.6,550
389.2,214.6,160.7,86481.4,86505.0,213.6,229.7,352.3,423.4,465.4,497.3,535.3,585.2,666.3,864.4,1978.9,5838.9,560
389.8,188.0,148.8,92907.6,93039.0,216.7,233.1,358.5,426.5,466.8,497.5,534.0,581.9,660.5,835.9,1634.9,5633.4,570
372.3,206.5,148.8,76113.8,75999.0,205.5,220.1,332.4,402.2,446.7,480.9,523.4,577.7,650.9,798.8,2198.3,7113.6,580
413.9,306.1,148.8,32240.8,32324.0,203.4,218.1,347.2,464.3,528.8,568.8,609.0,654.0,724.9,1128.5,3814.4,10082.8,590
878.0,756.9,160.7,84333.2,84255.0,280.1,323.0,568.0,837.1,1411.4,1572.3,1689.3,1806.6,1974.4,2840.8,6581.8,22119.4,600
451.7,256.4,160.7,81843.2,81759.0,225.7,248.4,411.3,492.0,542.8,584.1,634.8,702.0,800.5,1004.5,2186.0,7974.5,610
410.8,323.9,148.8,37285.2,37291.0,204.2,218.7,346.1,452.7,521.6,566.9,612.8,662.4,727.7,1030.5,2741.8,9403.1,620
399.8,287.9,148.8,53774.4,53818.0,206.9,222.0,349.0,434.3,490.8,534.8,585.8,644.8,718.8,867.4,1993.0,10271.5,630
405.5,244.3,148.8,30287.8,30297.0,203.9,218.3,346.4,470.5,533.8,572.3,610.2,649.9,703.4,846.6,2449.9,9192.0,640
421.2,639.0,148.8,31650.6,31569.0,203.8,218.0,345.6,463.5,529.0,568.8,608.6,650.3,705.3,870.6,7747.9,24938.4,650
404.2,342.4,148.8,38916.2,38927.0,204.0,218.3,344.1,446.4,514.9,561.5,608.8,657.6,719.0,860.8,3061.0,12202.3,660
402.0,344.7,160.7,10623.2,10652.0,220.9,237.4,397.0,448.6,471.3,488.1,505.0,528.2,559.1,641.3,4391.9,16082.4,670
406.1,356.1,160.7,98085.4,98119.0,220.4,239.0,368.3,435.5,476.7,507.9,546.9,598.9,682.9,876.9,3061.2,12410.1,680
401.2,219.3,148.8,48152.0,48176.0,206.3,221.3,348.3,437.2,498.7,545.8,598.4,654.8,724.9,909.7,1935.5,6289.5,690
405.1,331.2,148.8,35024.0,34929.0,203.5,218.4,343.4,455.2,524.4,568.0,610.8,655.7,715.3,873.5,2154.4,8706.9,700
403.3,462.8,148.8,69666.2,69735.0,209.6,224.6,348.4,428.7,475.3,510.5,556.2,615.9,699.3,918.4,4518.4,20769.4,710
408.7,314.5,160.7,20769.0,20753.0,206.3,221.3,377.6,483.4,526.4,553.0,581.0,613.2,656.8,784.6,4002.0,13551.8,720
385.2,247.9,148.8,84583.4,84642.0,211.5,227.1,345.7,416.0,459.0,491.9,531.5,582.3,661.5,838.8,2383.8,8685.2,730
403.8,231.9,148.8,42511.8,42333.0,205.3,220.3,348.9,443.7,510.2,558.8,610.0,663.8,729.4,883.9,1872.9,8113.4,740
394.4,236.5,148.8,61638.4,61587.0,207.7,222.8,346.1,425.9,475.8,516.0,566.1,627.1,710.8,912.8,2022.3,7919.9,750
392.3,291.5,160.7,78140.0,77998.0,211.4,227.1,348.1,423.5,468.7,503.3,545.6,601.5,684.0,863.4,2428.1,10690.4,760
407.3,295.3,148.8,97575.4,97625.0,220.0,238.3,370.3,439.1,480.9,511.8,550.0,602.8,684.0,879.4,3030.6,9989.7,770
412.3,313.8,148.8,23607.4,23781.0,204.9,219.5,364.1,490.5,539.8,569.8,600.7,635.4,683.6,808.4,3490.4,13118.6,780
392.8,283.7,148.8,66596.8,66723.0,208.3,223.3,343.7,422.6,471.2,510.3,558.5,619.3,699.6,891.2,2354.6,9245.1,790
405.4,278.9,160.7,31206.6,31016.0,203.1,217.5,344.8,465.8,529.8,569.2,608.6,650.0,704.0,843.6,2199.0,8720.7,800
406.0,243.8,148.8,47183.8,47394.0,206.6,222.0,352.5,442.3,504.6,551.9,605.7,663.3,732.4,903.9,2111.3,8296.0,810
387.8,296.3,148.8,95292.6,95335.0,213.5,230.3,350.8,416.0,456.2,486.4,523.1,572.3,650.6,849.9,2828.7,11425.6,820
420.0,954.8,160.7,5267.2,5252.0,239.8,265.4,361.2,391.7,407.5,420.7,433.8,455.1,488.5,768.7,15002.5,31466.7,830
391.8,286.5,148.8,65654.2,65908.0,207.1,222.0,342.9,422.3,470.9,509.9,557.8,617.9,697.1,866.4,3186.4,7868.9,840
460.3,528.9,148.8,16905.4,16889.0,210.0,227.2,419.0,507.8,554.0,588.4,632.7,690.4,774.5,1013.6,8413.3,23104.6,850
532.7,600.8,160.7,42905.2,42912.0,212.1,228.9,370.2,523.2,630.5,743.3,898.4,1074.7,1319.0,1706.3,5017.4,30175.0,860
860.0,762.3,160.7,99702.8,99898.0,281.6,322.9,542.4,781.6,1394.8,1555.1,1672.2,1781.9,1939.8,2893.0,6989.5,20094.2,870
422.8,522.0,148.8,26370.8,26385.0,210.3,226.5,362.6,462.5,516.8,553.7,593.6,639.0,714.8,993.7,5099.6,28693.9,880
418.8,519.8,148.8,22648.4,22616.0,205.3,220.4,370.0,481.0,527.8,556.8,586.4,621.8,672.1,821.9,5063.5,30691.8,890
398.3,276.0,160.7,50675.6,50605.0,206.1,220.9,347.8,432.2,488.7,533.8,586.1,643.4,714.9,859.9,2653.0,7576.2,900
372.7,229.2,148.8,90403.4,90283.0,208.3,223.9,336.9,401.9,441.6,471.4,508.9,558.9,636.2,805.2,1800.1,9254.4,910
399.2,227.9,148.8,26412.4,26273.0,203.7,217.9,347.5,471.3,525.9,559.6,592.8,629.3,677.8,797.0,1711.9,8771.1,920
400.2,238.7,148.8,48525.0,48521.0,205.2,220.0,347.4,435.9,496.5,543.6,596.2,654.4,725.7,898.4,1941.2,8579.8,930
403.9,250.4,148.8,34092.4,34058.0,203.8,218.4,343.3,457.9,527.4,570.4,612.9,657.2,714.6,847.8,2134.1,8657.1,940
395.1,329.5,148.8,75567.0,75648.0,209.7,225.0,346.2,422.3,468.3,504.1,548.1,606.6,690.7,930.9,2922.8,9482.3,950
411.5,393.1,160.7,19452.4,19482.0,207.0,221.8,383.7,481.8,523.3,547.8,574.5,604.6,644.9,764.0,4585.2,19461.0,960
404.3,296.0,160.7,15065.4,15054.0,211.4,227.0,395.0,469.7,500.7,521.2,542.8,570.5,609.3,730.6,3469.6,13012.4,970
402.0,304.3,148.8,75769.6,75754.0,210.8,226.5,352.5,431.0,478.8,514.7,558.6,616.4,703.9,980.6,3627.4,9766.7,980
382.1,394.4,173.5,5201.8,5187.0,238.7,265.1,359.5,390.0,405.1,419.4,433.6,456.6,494.1,638.2,5001.3,16789.7,990
397.3,260.0,148.8,17673.8,17656.0,205.2,219.9,380.5,466.4,501.0,523.3,546.3,575.7,617.2,746.1,3986.9,9524.5,1000
385.6,313.9,148.8,96156.6,96343.0,212.0,228.5,347.5,412.2,451.9,481.8,518.8,567.8,643.0,844.7,2843.9,8691.8,1010
399.2,305.4,148.8,36554.0,36665.0,201.4,215.2,336.2,445.4,517.9,563.9,609.2,654.9,711.6,831.7,2152.8,11007.8,1020
386.3,283.8,148.8,85129.4,85269.0,209.0,224.6,340.6,409.6,453.2,486.4,527.3,581.0,666.6,935.2,2903.8,9570.6,1030
393.2,248.6,148.8,31624.6,31525.0,200.4,214.1,335.6,454.5,520.3,559.0,597.4,636.7,686.1,795.5,1487.3,9068.7,1040
388.3,236.0,148.8,61650.2,61798.0,205.8,220.4,339.1,418.2,468.5,510.4,561.5,622.8,699.4,871.5,2147.5,7967.5,1050
414.7,487.5,160.7,12295.4,12253.0,217.7,233.4,402.0,460.3,486.6,503.3,523.3,545.2,582.8,682.4,6606.0,18925.7,1060
399.7,339.4,148.8,25701.6,25710.0,201.0,215.0,344.3,470.2,523.0,554.4,585.7,621.3,669.3,791.1,3616.2,8747.2,1070
393.3,375.6,148.8,80033.0,79937.0,209.0,224.5,346.0,419.2,463.2,496.7,537.6,590.2,674.5,861.4,4462.8,12555.1,1080
390.3,530.5,160.7,7342.0,7271.0,227.5,248.2,370.2,406.4,425.6,438.0,455.1,472.4,503.3,606.6,7617.5,28618.2,1090
380.5,254.8,148.8,85832.8,85861.0,208.7,223.8,339.9,409.5,451.9,483.9,523.5,575.4,655.6,852.1,2678.4,9942.1,1100
384.1,261.8,148.8,91462.0,91467.0,211.5,227.5,346.2,413.6,454.5,485.2,523.6,574.5,655.3,862.6,1901.5,10733.2,1110
376.1,259.2,148.8,72267.4,72217.0,204.4,218.7,331.5,404.3,451.9,488.6,533.5,590.5,669.1,807.8,2048.8,8912.1,1120
497.3,813.8,148.8,31018.0,31080.0,204.8,220.4,378.3,515.4,584.4,633.5,694.5,800.0,981.7,1656.1,10979.4,35323.3,1130
712.1,772.6,148.8,77014.8,76878.0,231.2,258.5,456.2,556.1,676.1,1195.8,1524.8,1682.1,1859.3,2811.0,6449.4,30415.7,1140
378.8,217.9,148.8,84609.8,84584.0,207.7,222.8,338.0,406.6,450.2,483.0,523.3,576.5,658.9,872.3,2069.8,8078.6,1150
402.9,428.9,160.7,12473.0,12492.0,212.8,228.6,388.9,447.8,474.3,493.0,512.2,536.6,573.6,687.5,6426.2,20136.7,1160
389.7,224.8,148.8,57126.2,57106.0,204.2,218.8,340.7,420.9,472.6,517.0,568.8,628.1,704.1,886.9,2068.4,7835.2,1170
387.7,307.5,148.8,96371.8,96245.0,213.6,230.2,351.5,416.2,454.7,483.5,519.1,568.0,645.2,861.7,2441.3,10833.4,1180
390.1,596.1,173.5,6821.4,6791.0,226.4,247.5,361.3,395.5,414.0,427.3,442.6,462.6,495.7,621.3,7931.0,27714.6,1190
387.1,272.8,148.8,90364.4,90728.0,211.6,227.6,348.4,416.1,456.9,488.2,526.9,578.4,660.4,866.6,2186.6,11475.8,1200
386.7,691.8,173.5,5139.4,5151.0,236.5,260.7,351.5,379.5,395.7,406.7,423.2,442.2,475.0,612.0,9531.9,32181.1,1210
384.6,268.7,148.8,82633.6,82969.0,208.9,224.2,341.8,413.1,457.1,490.1,529.9,581.7,663.8,870.9,2482.8,10493.7,1220
397.7,287.0,148.8,42612.6,42635.0,202.6,216.8,339.3,434.5,503.8,552.3,602.3,653.1,716.8,856.5,1934.3,10136.7,1230
396.6,306.0,148.8,99250.2,99337.0,217.5,235.1,361.7,427.0,465.9,496.0,532.8,581.5,662.5,863.9,2042.5,15131.3,1240
386.7,351.7,148.8,95289.6,95192.0,211.7,228.3,347.8,411.9,451.6,481.7,519.2,568.6,644.7,847.0,2680.3,10212.7,1250
387.2,348.0,148.8,69257.6,69200.0,206.1,220.9,337.4,413.8,461.5,498.6,544.2,601.7,681.2,845.9,3017.7,11922.7,1260
398.1,282.1,148.8,49423.4,49459.0,205.1,219.7,342.4,429.1,491.2,540.2,595.8,654.9,723.3,865.5,2361.4,7979.3,1270
400.7,265.8,148.8,29096.0,29055.0,201.8,215.5,341.6,472.1,532.4,567.8,602.9,640.0,687.5,800.3,2024.7,9108.1,1280
398.4,390.4,148.8,64162.4,64324.0,207.4,222.3,342.2,423.2,474.7,515.7,566.1,628.1,710.4,917.3,3524.7,15768.6,1290
394.2,498.6,173.5,5624.0,5705.0,238.1,264.7,371.2,401.7,419.7,431.5,447.4,466.9,500.1,624.8,7669.8,23264.5,1300
391.4,491.4,148.8,84700.0,84816.0,207.7,223.1,340.1,409.2,452.3,485.2,526.1,580.1,664.4,867.8,7355.8,26490.1,1310
398.9,272.7,148.8,23660.0,23714.0,201.7,215.6,354.7,472.1,519.2,546.8,576.1,609.3,655.1,788.3,3871.0,9558.1,1320
385.6,255.0,148.8,73950.0,74116.0,207.3,222.3,340.4,416.9,463.1,498.7,541.5,597.5,681.2,873.5,2141.7,7949.6,1330
406.1,385.0,160.7,19901.6,19948.0,204.7,219.3,377.3,479.8,520.6,545.0,570.4,597.2,637.3,732.3,4261.2,13853.1,1340
402.7,370.6,148.8,44020.0,44213.0,204.2,218.7,346.1,434.8,498.4,546.5,597.3,650.7,716.2,854.5,3790.5,11219.4,1350
399.7,312.9,160.7,19432.0,19454.0,204.4,219.0,375.2,472.7,511.0,534.5,559.4,587.4,630.3,732.7,3812.7,9737.3,1360
389.2,517.3,173.5,7200.8,7190.0,227.7,249.3,368.4,403.7,423.5,436.0,453.2,470.8,504.4,624.9,7837.5,30355.7,1370
395.9,248.1,148.8,47728.2,47657.0,203.9,218.6,342.4,428.8,490.1,537.0,589.0,646.2,714.8,875.8,1888.3,8101.9,1380
395.0,353.0,148.8,44299.6,44399.0,202.2,215.9,336.0,425.0,490.1,538.7,589.3,641.4,705.9,869.5,1851.0,15848.4,1390
399.4,645.7,160.7,6501.4,6481.0,227.1,249.9,363.2,396.8,415.7,429.3,446.1,467.1,503.7,890.4,8762.8,29185.0,1400
456.1,1034.4,160.7,5798.2,5807.0,227.9,255.0,381.3,425.4,449.6,465.7,485.7,508.3,549.5,1380.5,17387.6,37269.2,1410
764.2,741.7,160.7,82903.2,83137.0,266.9,304.1,505.5,645.6,815.4,1283.3,1541.6,1701.6,1872.8,2791.0,7823.4,21395.0,1420
400.3,526.0,160.7,9565.8,9580.0,219.5,235.9,378.2,423.2,445.5,460.3,476.8,499.0,533.8,653.4,7927.5,27345.3,1430
404.5,436.5,148.8,37495.8,37385.0,200.4,214.3,338.7,438.5,506.3,550.5,594.6,641.6,702.1,874.0,5761.3,14230.4,1440
401.4,388.5,148.8,33590.4,33706.0,200.1,214.3,338.2,452.8,518.4,557.9,597.1,638.9,695.4,894.0,2949.5,12260.4,1450
384.3,223.9,148.8,35174.6,35204.0,197.9,212.0,330.4,434.0,499.9,539.6,577.9,618.2,670.4,786.2,1677.4,7830.2,1460
390.6,214.5,148.8,50396.8,50438.0,204.3,219.1,345.5,428.7,484.2,528.2,577.8,630.8,696.5,828.0,1640.9,7827.7,1470
389.2,213.3,148.8,48903.0,48878.0,203.7,218.3,342.4,426.5,483.7,528.5,578.2,630.8,694.8,827.3,1511.2,8114.4,1480
392.9,262.8,148.8,42805.4,42682.0,203.0,217.5,343.6,432.8,494.0,538.1,584.3,632.1,690.3,807.1,2254.2,8570.9,1490
420.4,301.5,148.8,27476.6,27416.0,208.5,224.5,376.8,486.4,538.4,571.1,606.3,649.5,719.2,909.2,2547.6,11486.0,1500
378.3,204.6,148.8,64382.8,64424.0,204.3,218.9,335.3,410.7,459.0,497.0,543.0,597.5,668.6,836.0,1778.7,6679.9,1510
368.6,198.5,148.8,64497.0,64364.0,202.5,215.9,328.7,399.7,446.0,483.6,530.5,584.7,650.9,775.7,1379.9,5958.5,1520
379.6,516.5,160.7,5547.0,5481.0,230.7,255.7,350.7,380.6,396.4,407.3,423.6,442.6,478.0,589.5,8570.1,20681.5,1530
385.2,273.1,148.8,26217.8,26227.0,199.8,213.9,339.7,455.2,504.2,532.0,560.2,589.6,630.6,721.0,2400.5,12863.7,1540
383.2,241.6,148.8,26683.2,26586.0,198.7,213.0,339.6,453.1,502.3,530.4,558.7,588.6,629.6,709.9,1482.8,10853.1,1550
363.4,192.8,148.8,86458.6,86286.0,206.3,221.3,331.4,395.6,434.3,464.2,500.6,547.0,617.9,756.3,1306.6,7870.3,1560
385.7,269.7,148.8,24532.8,24452.0,199.4,213.9,343.5,457.3,503.1,529.4,555.9,585.4,626.1,708.6,2206.3,10763.4,1570
382.7,238.8,148.8,26901.8,26832.0,198.6,213.0,338.6,453.0,504.8,533.8,562.8,592.3,632.7,710.7,1084.7,8415.8,1580
381.6,251.0,148.8,29921.4,29795.0,197.4,211.7,331.5,444.2,502.3,534.8,566.5,599.3,641.1,735.7,1307.3,10028.1,1590
373.9,212.6,148.8,46212.6,46224.0,198.6,212.7,326.5,406.3,468.3,514.8,562.8,610.4,664.9,762.3,1265.8,8123.1,1600
361.3,173.2,148.8,84608.8,84587.0,205.0,219.6,329.1,394.0,432.8,463.4,500.9,549.5,621.2,750.7,1370.7,4546.5,1610
369.2,192.1,148.8,63489.0,63389.0,202.3,215.8,330.2,401.4,448.4,486.5,533.2,586.5,650.6,775.6,1517.9,5396.2,1620
371.9,194.2,148.8,46817.6,46953.0,198.6,212.7,326.2,404.6,465.5,511.5,558.9,605.9,660.1,750.3,1097.4,6935.8,1630
363.7,166.2,148.8,90875.2,90536.0,207.2,222.5,334.7,398.0,435.4,464.4,499.5,543.7,611.8,755.1,1229.7,4856.0,1640
392.1,432.4,160.7,12556.6,12508.0,212.7,229.0,385.1,438.7,462.6,479.0,497.7,520.2,549.6,631.3,4468.7,17451.1,1650
376.6,218.7,148.8,38519.2,38491.0,198.0,211.8,325.8,418.8,486.0,528.4,569.2,610.5,661.5,751.4,1081.4,8776.2,1660
368.9,176.4,148.8,97842.6,97806.0,211.0,227.1,342.0,402.3,438.4,466.0,499.3,542.1,610.1,766.9,1291.6,4861.9,1670
383.4,311.1,160.7,11862.2,11813.0,213.7,230.3,380.8,431.5,455.3,470.3,488.3,506.8,539.5,612.3,4027.7,12470.4,1680
377.6,212.9,148.8,39671.6,39665.0,197.6,211.7,328.2,419.4,486.8,529.7,571.4,613.9,665.5,762.7,1095.5,8551.2,1690
375.7,199.0,148.8,53650.2,53571.0,201.7,215.6,332.0,408.2,462.9,506.8,554.8,605.9,666.6,789.7,1289.0,6156.0,1700
370.8,203.8,148.8,63225.0,63215.0,202.7,216.5,328.8,402.3,450.7,489.2,535.9,589.1,656.0,792.1,1411.9,8098.1,1710
367.2,191.5,148.8,78849.6,78767.0,205.1,219.8,332.2,400.0,441.7,474.1,514.5,566.7,637.2,780.9,1273.6,7773.7,1720
377.6,318.9,160.7,8632.4,8615.0,221.7,239.8,370.1,409.6,429.4,443.1,458.9,477.0,506.3,587.5,4949.0,13649.9,1730
369.8,188.4,148.8,67815.6,67903.0,203.7,217.5,330.2,402.2,449.1,486.3,531.6,585.2,653.2,777.5,1460.9,7618.6,1740
390.1,289.7,148.8,16351.8,16398.0,206.8,222.7,380.6,452.7,482.5,501.0,521.6,543.9,579.5,666.7,4407.9,12831.7,1750
371.1,201.7,148.8,53608.2,53434.0,200.4,214.2,329.1,403.3,456.6,499.0,547.2,598.7,657.0,768.5,1187.1,7311.8,1760
382.8,244.3,148.8,37994.2,38068.0,198.1,212.3,331.7,428.8,495.3,536.3,576.3,616.9,666.9,764.0,1478.9,11074.5,1770
379.9,246.6,160.7,9085.2,9130.0,222.5,241.1,378.7,418.2,437.3,452.2,467.2,489.0,519.1,596.4,2525.3,12068.5,1780
370.8,189.8,148.8,69015.0,69227.0,205.8,220.8,330.8,402.0,448.0,484.4,529.0,582.9,652.7,783.5,1426.3,7441.8,1790
