Random waveform, supplied seed
Total number of intervals = 180 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227)
Average QPS expected = 49317
Timestamp start: 1714847584684
Timestamp end: 1714848485267

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      508.3   924.6   160.7   219.6   237.7   411.4   510.2   572.7   618.0   668.9   727.1   826.1  1512.0 16161.7 35558.1  16926.0    16889
read      514.7   622.5   160.7   208.1   223.6   358.1   492.3   593.7   711.8   870.0  1008.7  1190.8  1665.6  7128.4 29712.3  42888.2    42912
read      460.6   442.1   160.7   221.0   241.0   386.3   461.2   508.2   546.5   596.1   675.5   880.0  1795.5  3652.1 13829.7  99929.8    99898
read      492.1   621.7   148.8   206.9   221.5   394.9   516.3   589.7   660.6   745.4   841.3   960.4  1329.6  6630.8 30949.9  26455.2    26385
read      521.4   841.5   148.8   203.9   219.6   404.7   515.8   591.6   657.6   726.2   803.9   924.4  2695.2 10020.0 32384.7  22579.2    22616
read      505.0   565.1   148.8   206.5   222.6   347.0   459.6   555.4   661.4   844.8  1034.0  1273.4  1725.2  6928.2 24530.5  50736.0    50605
read      412.7   391.6   148.8   212.5   228.5   350.6   416.1   457.8   491.0   534.0   593.1   707.6  1667.9  4403.7 11056.3  90370.8    90283
read      493.6   673.2   160.7   208.6   223.2   391.9   512.9   585.9   653.3   734.5   827.5   945.9  1369.1  7242.3 31019.4  26234.4    26273
read      497.4   457.6   148.8   208.9   224.3   351.6   471.1   569.3   671.8   842.1  1017.7  1239.5  1650.8  4950.6 10235.2  48422.8    48521
read      512.8   670.1   160.7   209.1   223.9   379.2   518.2   616.0   714.4   826.0   935.2  1080.6  1471.1  7417.2 30840.1  34194.2    34058
read      542.6   611.3   148.8   213.6   231.4   379.2   468.1   539.8   607.5   728.4  1121.6  1622.0  2495.7  5595.1 17051.6  75598.8    75648
read      506.8   835.4   160.7   208.1   224.5   410.9   514.3   579.2   629.3   687.0   747.3   852.2  1865.2 10562.5 31690.7  19373.6    19482
read      686.1  6054.4   160.7   210.1   228.2   406.4   499.8   554.6   592.6   635.4   691.9   796.1  3340.4 36184.6 220693.1  15145.4    15054
read      504.2   546.7   148.8   213.2   230.6   385.0   466.0   519.9   563.5   624.3   740.6  1548.3  2137.0  5258.0 12775.9  75754.6    75754
read      486.0  1480.7   160.7   226.1   251.2   353.2   392.3   414.9   431.0   451.8   477.8   530.5  3701.0 31166.5 37506.2   5203.4     5187
read      506.9   871.3   160.7   209.6   227.2   421.5   519.8   581.3   625.5   677.2   732.6   818.1  1639.2  8040.9 32068.3  17569.4    17656
read      462.6   482.8   148.8   216.3   235.8   386.0   460.3   507.5   548.6   607.6   693.1   848.8  1825.5  6125.9 15636.9  96407.6    96343
read      487.3   455.1   148.8   204.4   219.4   365.5   504.8   588.9   679.2   813.1   948.6  1122.3  1428.9  4130.2 19901.1  36700.0    36665
read      476.2   441.7   148.8   212.9   230.7   379.2   457.2   506.6   548.3   607.6   709.9  1320.6  1938.2  4444.7 10069.7  85241.0    85269
read      492.7   419.0   160.7   206.7   221.5   381.3   525.1   613.7   706.7   815.8   923.8  1067.1  1354.0  5116.5 11017.6  31526.0    31525
read      466.8   430.0   148.8   208.4   224.5   349.9   437.0   505.2   560.5   638.9   823.5  1211.9  1849.6  4785.2 10089.2  61725.4    61798
read      494.5  1040.5   160.7   214.3   232.3   397.8   482.7   528.4   558.2   590.8   632.0   698.5  3238.6 11114.2 35456.6  12353.8    12253
read      525.7   970.7   160.7   205.8   221.2   405.3   531.8   619.7   698.0   777.9   875.2   997.9  1817.2  8759.1 31504.8  25772.4    25710
read      555.7   562.8   148.8   220.0   239.9   401.7   487.1   548.7   607.6   712.6  1308.0  1677.9  2149.9  5312.5 15289.8  80030.6    79937
read      497.0  1274.0   160.7   216.2   234.2   368.3   422.1   451.7   471.0   495.1   525.4   581.9  4292.3 28005.2 32329.2   7237.4     7271
read      469.0   456.7   148.8   211.6   228.4   372.9   449.0   499.1   539.8   592.1   681.0  1314.8  1948.6  4315.9 12557.0  85751.6    85861
read      397.2   317.6   148.8   212.5   229.1   357.9   426.5   466.7   497.7   535.0   584.3   666.9   912.5  3554.4  8625.6  91754.4    91467
read      510.7   466.7   148.8   209.5   226.9   375.0   472.2   539.3   594.7   684.8   917.6  1490.3  2300.3  3380.1 11726.8  72098.2    72217
read      525.0   808.0   148.8   202.0   216.6   383.9   520.2   606.7   697.9   808.4   924.6  1080.8  1841.8 10819.4 32429.4  31023.6    31080
read      621.4   610.6   148.8   218.3   240.4   422.2   518.9   599.7   692.5  1091.5  1576.2  1802.0  2591.8  5004.5 14517.1  76910.0    76878
read      460.8   423.5   148.8   209.9   227.4   376.3   454.9   504.2   544.4   597.4   690.8   965.3  1883.0  3220.2 12692.0  84711.4    84584
read      486.8  1054.3   160.7   211.5   228.9   390.8   470.3   517.0   547.8   583.8   627.4   695.1  2348.1 13190.0 37181.7  12444.8    12492
read      483.0   500.4   148.8   207.3   223.4   355.8   448.4   517.5   574.9   661.7   885.4  1251.8  1971.3  5589.0 12166.8  56961.0    57106
read      437.9   371.0   148.8   217.3   236.0   377.1   447.9   493.0   529.4   577.4   646.2   782.9  1684.5  3365.3 12638.7  96273.0    96245
read      508.6  1384.2   160.7   218.2   238.8   366.5   417.4   446.2   467.6   493.0   525.3   590.1  4308.9 30274.1 39559.6   6790.6     6791
read      456.5   475.3   148.8   213.6   231.6   376.4   452.3   499.2   537.1   587.6   671.1   873.0  1884.0  4426.7 15393.4  90365.0    90728
